tier,class_group,classification,structural_path,row_id,row_title,row_index,object_index,object_id,title,description_plain,description_html,cost_summary,required_titles,required_ids,incompatible_titles,incompatible_ids,complex_conditions_json,scores_json,addons_json,requirements_raw_json
Tier 1,Striker,Striker/Thinker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,35,qspo4g,(Striker/Thinker) Cold Weaponry,"You have a mental database of all Cold Weapons made throughout history, it updates whenever a new one is made. Through touch you can use this database to convert a cold weapon into a different cold weapon. The database also contains all skills related to using those weapons, allowing you to perfectly wield them.

You can split bigger weapons into smaller ones, and can remerge them as long as they are touching each other. You can't split weapons made through splitting. You can still use your weapon conversion on them.

You are aware of all cold weapons within 100 meters of you. You also know their exact distance, direction, composition, design and state.

Your database — and thus your weapon conversion  — are limited to mundane cold weapons.","You have a mental database of all Cold Weapons made throughout history, it updates whenever a new one is made. Through touch you can use this database to convert a cold weapon into a different cold weapon. The database also contains all skills related to using those weapons, allowing you to perfectly wield them.

You can split bigger weapons into smaller ones, and can remerge them as long as they are touching each other. You can't split weapons made through splitting. You can still use your weapon conversion on them.

You are aware of all cold weapons within 100 meters of you. You also know their exact distance, direction, composition, design and state.

Your database — and thus your weapon conversion  — are limited to mundane cold weapons.",5 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""5"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Tinker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,36,3mub,(Striker/Tinker) Fuse,"You can fuse two things together temporarily that possess all the properties and powers of the two things combined. You can even fuse two already fused things, there are no limits to what can be fused. Still, they also increase in size when fusing them, making them unwieldy if you fuse too much.","You can fuse two things together temporarily that possess all the properties and powers of the two things combined. You can even fuse two already fused things, there are no limits to what can be fused. Still, they also increase in size when fusing them, making them unwieldy if you fuse too much.",6 Shard Points [conditional] | 2 Shard Points [conditional],,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""c26q"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": false, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [{""id"": ""c26q"", ""resolved"": true, ""matches"": [{""title"": ""Cache"", ""row_id"": ""xhz3"", ""row_title"": ""Tier 3 Upgrades "", ""row_index"": 119, ""object_index"": 4}]}], ""complex_conditions"": []}, {""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": """"}, {""req"": """"}, {""req"": """"}, {""req"": """"}], ""reqId"": ""c26q"", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""id""}], ""showScore"": true, ""type"": """", ""value"": ""2"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [{""id"": ""c26q"", ""resolved"": true, ""matches"": [{""title"": ""Cache"", ""row_id"": ""xhz3"", ""row_title"": ""Tier 3 Upgrades "", ""row_index"": 119, ""object_index"": 4}]}], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,37,fcxcx1,(Striker) Abstraction,"You may touch a device and literally black box it, causing it to become encased by a dark veil. This causes the device to be immune to thinker/tinker abilities to understand what's within, as well as abstractifying it's function with regard to physics. This abstractification can remove unintended side effects such as friction or disrepair, as well as improve the reliability of any intended effects.

The durability of the veil is proportional to the durability of the device, and all effects reset to normal if the veil is pierced.","You may touch a device and literally black box it, causing it to become encased by a dark veil. This causes the device to be immune to thinker/tinker abilities to understand what's within, as well as abstractifying it's function with regard to physics. This abstractification can remove unintended side effects such as friction or disrepair, as well as improve the reliability of any intended effects.

The durability of the veil is proportional to the durability of the device, and all effects reset to normal if the veil is pierced.",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,38,ssuw,(Striker) Echo,"When touching an object with one hand, you can generate a mirror image of it with your other hand. These copies are identical to the originals, except for the fact that they are black, like obsidian or onyx. The object weighs effectively nothing to you, but it behaves as if it has the same mass as the original towards anybody else touching it.","When touching an object with one hand, you can generate a mirror image of it with your other hand. These copies are identical to the originals, except for the fact that they are black, like obsidian or onyx. The object weighs effectively nothing to you, but it behaves as if it has the same mass as the original towards anybody else touching it. ",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Changer,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,39,j6o00o,(Striker/Changer) External Nerves,"Your nerves have undergone a transformation, becoming something far beyond their original organic form. Now, they resemble neon-glowing metal wires that pulse with a vibrant, ethereal light beneath your skin. These luminescent tendrils trace intricate patterns across your body, visible through your skin like a living network of circuitry, their glow intensifying with your emotions or when you focus on a task.

When you touch an object, you can extend these glowing nerves into it, merging with its structure in a way that allows you to control it as if it were an extension of your own body. You can manipulate the object with incredible precision, making it move or function according to your will. Whether it's a complex piece of machinery or a simple tool, your nerves grant you an unparalleled level of control, as if the object is now an integral part of your nervous system.

However, your exposed nerves are highly sensitive. A sudden shock, an intense sensation, or an unexpected feedback loop from the object you're controlling can send waves of pain through your body, overwhelming your senses. The more you extend your nerves, the more exposed and vulnerable you become.","Your nerves have undergone a transformation, becoming something far beyond their original organic form. Now, they resemble neon-glowing metal wires that pulse with a vibrant, ethereal light beneath your skin. These luminescent tendrils trace intricate patterns across your body, visible through your skin like a living network of circuitry, their glow intensifying with your emotions or when you focus on a task.

When you touch an object, you can extend these glowing nerves into it, merging with its structure in a way that allows you to control it as if it were an extension of your own body. You can manipulate the object with incredible precision, making it move or function according to your will. Whether it's a complex piece of machinery or a simple tool, your nerves grant you an unparalleled level of control, as if the object is now an integral part of your nervous system.

However, your exposed nerves are highly sensitive. A sudden shock, an intense sensation, or an unexpected feedback loop from the object you're controlling can send waves of pain through your body, overwhelming your senses. The more you extend your nerves, the more exposed and vulnerable you become.",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Blaster,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,40,8u18,(Striker/Blaster) Fiery Moves,"You can augment your physical movements with fiery versions of those motions that emanate out in the direction of the motion. Maintaining focus can let you extend the range of the fiery copies. These fiery copies also have their own set of mass and force and can easily spread, even on non-flammable material.","You can augment your physical movements with fiery versions of those motions that emanate out in the direction of the motion. Maintaining focus can let you extend the range of the fiery copies. These fiery copies also have their own set of mass and force and can easily spread, even on non-flammable material.",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Brute,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,41,fk2m,(Striker/Brute) Cutthroat,"You can create near-invisible claws and teeth at your nails and in your mouth, respectively. The claws and teeth can slide between atoms and sever molecular bonds. In addition to that, your physique is slightly enhanced. Your jaw is greatly enhanced, making it possible for you to crush reinforced steel with your biting force.","You can create near-invisible claws and teeth at your nails and in your mouth, respectively. The claws and teeth can slide between atoms and sever molecular bonds. In addition to that, your physique is slightly enhanced. Your jaw is greatly enhanced, making it possible for you to crush reinforced steel with your biting force. ",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Trump,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,42,ea06,(Striker/Trump) Gooey Steroids,"You can secrete a slime-like substance that, when applied, gives you or others a temporary boost in strength. You can control how much you secrete and how potent it is.","You can secrete a slime-like substance that, when applied, gives you or others a temporary boost in strength. You can control how much you secrete and how potent it is.",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Trump,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,43,49od,"(Striker/Trump) Shake, Shake, Shake","You have the unique ability to alter the fundamental nature of Shaker and Striker powers through a simple touch. By doing so, you can make Shaker powers behave like Striker powers and vice versa, this include you. The strength of the powers adjusts according to the change in range, either amplifying or diminishing their effects depending on the transformation.

Vista gains a personal field where distances are stretched to near infinity, making her nearly untouchable as attacks can't reach her or have a power like (Shaker) Liminal Landscaper and with Clockblocker it would now allow him to stop multiple targets within his line of sight or a range around him like Hatchet Face, although the duration of the effect is reduced due to the expanded range. This change holds for 24 hours or you dispel the effect by touching them again.","You have the unique ability to alter the fundamental nature of Shaker and Striker powers through a simple touch. By doing so, you can make Shaker powers behave like Striker powers and vice versa, this include you. The strength of the powers adjusts according to the change in range, either amplifying or diminishing their effects depending on the transformation.

Vista gains a personal field where distances are stretched to near infinity, making her nearly untouchable as attacks can't reach her or have a power like (Shaker) Liminal Landscaper and with Clockblocker it would now allow him to stop multiple targets within his line of sight or a range around him like Hatchet Face, although the duration of the effect is reduced due to the expanded range. This change holds for 24 hours or you dispel the effect by touching them again.",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,44,T1DiscombPuppet,(Striker) Discombobulating Puppeteer,"You can scan and tweak the body of others. This requires direct skin-to-skin contact with your target, with your awareness and control scaling directly to both the surface area of contact and the duration it is maintained. A single fingertip for a second gives you a faint glimpse of their immediate biological state, while a full palm for a minute lets you map entire systems, and sustained full-body contact turns their internal biology into an open book you can read and rewrite at will.

This control only allows you to alter existing biological functions, forcing them to operate in ways they were never meant to, such as flooding the brain with dopamine to engineer devotion, alter their hormonal balance, toggle their heart rate from slow to fast instantly, or inhibiting neural pathways to alter the senses. On the other hand you wouldn’t be able to create new structures, heal wounds, reshape flesh, or alter genetics, only alter what is already present. Each tweak feeds you new data on cause and effect, deepening your understanding of their specific body and as you understand their body better, you can continue to tweak it in unique and novel ways.

The instant skin contact breaks, your supernatural understanding and tweaking ability reset entirely to baseline. However, your memory retains the knowledge of what you discovered, allowing you to relearn their body and reinstate control far more efficiently with every subsequent encounter.","You can scan and tweak the body of others. This requires direct skin-to-skin contact with your target, with your awareness and control scaling directly to both the surface area of contact and the duration it is maintained. A single fingertip for a second gives you a faint glimpse of their immediate biological state, while a full palm for a minute lets you map entire systems, and sustained full-body contact turns their internal biology into an open book you can read and rewrite at will.

This control only allows you to alter existing biological functions, forcing them to operate in ways they were never meant to, such as flooding the brain with dopamine to engineer devotion, alter their hormonal balance, toggle their heart rate from slow to fast instantly, or inhibiting neural pathways to alter the senses. On the other hand you wouldn’t be able to create new structures, heal wounds, reshape flesh, or alter genetics, only alter what is already present. Each tweak feeds you new data on cause and effect, deepening your understanding of their specific body and as you understand their body better, you can continue to tweak it in unique and novel ways.

The instant skin contact breaks, your supernatural understanding and tweaking ability reset entirely to baseline. However, your memory retains the knowledge of what you discovered, allowing you to relearn their body and reinstate control far more efficiently with every subsequent encounter. ",6 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""6"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker/Trump,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,45,99v2,(Striker/Trump) Perk,"With a touch, you can give people up to 8 copies of your Perks or Drawbacks, as long as they make sense to be something that can be given. For example, Endbringer Target could be given, but Overcharge Strike or Second Wave Parahumans could not be given.

You can take away these perks/drawbacks at will. If you die, they keep the perks/drawbacks forever, unless another Parahuman can remove them.

Giving someone Mental Barrier will remove any Master Effects on them, even if they were a one-time effect that isn't actively maintained.","With a touch, you can give people up to 8 copies of your Perks or Drawbacks, as long as they make sense to be something that can be given. For example, Endbringer Target could be given, but Overcharge Strike or Second Wave Parahumans could not be given.

You can take away these perks/drawbacks at will. If you die, they keep the perks/drawbacks forever, unless another Parahuman can remove them. 

Giving someone Mental Barrier will remove any Master Effects on them, even if they were a one-time effect that isn't actively maintained.",7 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""7"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,46,o12q,(Striker) Grippy Grip,"You can grab and hold onto anything. You can grab lasers and throw them back, explosions and redirect them, and you can even grab entire buildings if you are strong enough. You gain 15x faster reaction speed and anything you catch cannot harm you or escape your grip unless you want it to. This can negate teleportation as well.","You can grab and hold onto anything. You can grab lasers and throw them back, explosions and redirect them, and you can even grab entire buildings if you are strong enough. You gain 15x faster reaction speed and anything you catch cannot harm you or escape your grip unless you want it to. This can negate teleportation as well.",7 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""7"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,47,1qg6o9,(Striker) Thorns,"You can generate dense, bloodthirsty thorns from any surface you touch. When you place your hand on an object—be it a wall, the ground, or even a person—thorns erupt from that point, spreading quickly and aggressively. They snake outward, wrapping around surfaces and driving themselves deep into materials, whether organic or inorganic, unaffected by the Manton Limit.

These thorns have an insatiable need for blood, which fuels their growth and sustains their strength. In the absence of a blood source, they begin to wither and weaken almost instantly, losing their durability and ability to spread. However, once they encounter a living creature, they instinctively latch on, draining blood to continue thriving and expanding.","You can generate dense, bloodthirsty thorns from any surface you touch. When you place your hand on an object—be it a wall, the ground, or even a person—thorns erupt from that point, spreading quickly and aggressively. They snake outward, wrapping around surfaces and driving themselves deep into materials, whether organic or inorganic, unaffected by the Manton Limit.

These thorns have an insatiable need for blood, which fuels their growth and sustains their strength. In the absence of a blood source, they begin to wither and weaken almost instantly, losing their durability and ability to spread. However, once they encounter a living creature, they instinctively latch on, draining blood to continue thriving and expanding. ",7 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""7"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]","[{""addon_index"": 0, ""title"": ""Blood Link"", ""description_html"": ""Your connection to your thorns has evolved. Your thorns blood consumption now simultaneously fuels their growth and your blood-fueled abilities, with both benefiting as if they had each consumed the full amount. Additionally, through physical contact with your thorns, you can siphon the blood they’ve consumed, weakening them and slowing their spread while also channeling that blood into your own blood-fueled abilities. Lastly, through this evolved connection, you gain greater control over the direction your thorns spread and what consuming blood primarily enhances: durability, growth, or both.\n\nIf you have the Blood Bag upgrade, you may also use the blood stored in your pocket dimension to feed your thorns. This process uses the same rate of consumption as if the thorns were draining a live target."", ""description_plain"": ""Your connection to your thorns has evolved. Your thorns blood consumption now simultaneously fuels their growth and your blood-fueled abilities, with both benefiting as if they had each consumed the full amount. Additionally, through physical contact with your thorns, you can siphon the blood they’ve consumed, weakening them and slowing their spread while also channeling that blood into your own blood-fueled abilities. Lastly, through this evolved connection, you gain greater control over the direction your thorns spread and what consuming blood primarily enhances: durability, growth, or both.\n\nIf you have the Blood Bag upgrade, you may also use the blood stored in your pocket dimension to feed your thorns. This process uses the same rate of consumption as if the thorns were draining a live target."", ""requirements_raw"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": ""izkr""}, {""req"": ""zbphwa""}, {""req"": ""y2t6jj""}], ""reqId"": """", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""or""}], ""required"": [], ""incompatible"": [], ""complex_conditions"": [{""kind"": ""OR_REQUIRED"", ""ids"": [""izkr"", ""zbphwa"", ""y2t6jj""], ""resolved"": [{""id"": ""izkr"", ""resolved"": true, ""matches"": [{""title"": ""(Brute) Vampire"", ""row_id"": ""vs8q"", ""row_title"": ""Tier 1 - Brute"", ""row_index"": 76, ""object_index"": 1}]}, {""id"": ""zbphwa"", ""resolved"": true, ""matches"": [{""title"": ""(Brute) Blood Bath"", ""row_id"": ""vs8q"", ""row_title"": ""Tier 1 - Brute"", ""row_index"": 76, ""object_index"": 23}]}, {""id"": ""y2t6jj"", ""resolved"": true, ""matches"": [{""title"": ""(Brute) Crimson"", ""row_id"": ""jsch"", ""row_title"": ""Power Copy (Mover, Shaker, Brute)"", ""row_index"": 87, ""object_index"": 134}]}], ""raw"": {""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": ""izkr""}, {""req"": ""zbphwa""}, {""req"": ""y2t6jj""}], ""reqId"": """", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""or""}}], ""scores"": [], ""raw_text_safe"": {""id"": ""0f0ijwuw"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": ""izkr""}, {""req"": ""zbphwa""}, {""req"": ""y2t6jj""}], ""reqId"": """", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""or""}], ""template"": """", ""text"": ""Your connection to your thorns has evolved. Your thorns blood consumption now simultaneously fuels their growth and your blood-fueled abilities, with both benefiting as if they had each consumed the full amount. Additionally, through physical contact with your thorns, you can siphon the blood they’ve consumed, weakening them and slowing their spread while also channeling that blood into your own blood-fueled abilities. Lastly, through this evolved connection, you gain greater control over the direction your thorns spread and what consuming blood primarily enhances: durability, growth, or both.\n\nIf you have the Blood Bag upgrade, you may also use the blood stored in your pocket dimension to feed your thorns. This process uses the same rate of consumption as if the thorns were draining a live target."", ""title"": ""Blood Link""}}]",[]
Tier 1,Striker,Striker/Changer,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,48,3ldb,(Striker/Changer) Wolf Time,"You can turn yourself and others into canine forms. The forms can vary wildly, but as long as at its base it is a canine, then you can transform yourselves or others into it. When transformed, you and your targets will gain subconscious canine-based behavior (such as baring of teeth and direct eye contact when threatening others or feeling threatened).","You can turn yourself and others into canine forms. The forms can vary wildly, but as long as at its base it is a canine, then you can transform yourselves or others into it. When transformed, you and your targets will gain subconscious canine-based behavior (such as baring of teeth and direct eye contact when threatening others or feeling threatened).",7 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""7"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]",[],[]
Tier 1,Striker,Striker,Project V17/Powers/Shard/Tier 1/Striker,xu5q,Tier 1 - Striker,82,49,ov315v,(Striker) Real or Cake,"You can treat anything you touch as cake. This means you can eat solid concrete, cut apart steel, or smash buildings. This doesn’t affect the properties of the material itself, just the way it interacts with you. As such, you can use this to smush “cake” into people, but not people into “cake”. This is Manton Limited from working on living creatures. This power can only affect the first few layers of an Endbringer before being rendered null.

You can activate/deactivate this power at will.","You can treat anything you touch as cake. This means you can eat solid concrete, cut apart steel, or smash buildings. This doesn’t affect the properties of the material itself, just the way it interacts with you. As such, you can use this to smush “cake” into people, but not people into “cake”. This is Manton Limited from working on living creatures. This power can only affect the first few layers of an Endbringer before being rendered null.

You can activate/deactivate this power at will.",7 Shard Points,,,,,[],"[{""afterText"": ""SP"", ""beforeText"": ""Cost:"", ""id"": ""rm"", ""requireds"": [], ""showScore"": true, ""type"": """", ""value"": ""7"", ""point_type"": {""id"": ""rm"", ""name"": ""Shard Points"", ""suffix"": ""SP"", ""starting_sum"": 0}, ""resolved_required"": [], ""resolved_incompatible"": [], ""complex_conditions"": []}]","[{""addon_index"": 0, ""title"": ""It’s All Cake"", ""description_html"": ""You can now actually turn objects you touch into cake rather than just change the way they interact with you. The rate of transformation increases the longer you maintain contact, with a maximum capacity of transforming up to ten times your volume at once. You have the ability to freely choose the flavor of the cake, allowing for a wide variety of tastes. Whether it's a rich chocolate cake, a delicate vanilla sponge, or an exotic fruit blend, as long as you have tasted it before."", ""description_plain"": ""You can now actually turn objects you touch into cake rather than just change the way they interact with you. The rate of transformation increases the longer you maintain contact, with a maximum capacity of transforming up to ten times your volume at once. You have the ability to freely choose the flavor of the cake, allowing for a wide variety of tastes. Whether it's a rich chocolate cake, a delicate vanilla sponge, or an exotic fruit blend, as long as you have tasted it before."", ""requirements_raw"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": ""m56k""}, {""req"": ""aqvb""}], ""reqId"": """", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""or""}], ""required"": [], ""incompatible"": [], ""complex_conditions"": [{""kind"": ""OR_REQUIRED"", ""ids"": [""m56k"", ""aqvb""], ""resolved"": [{""id"": ""m56k"", ""resolved"": true, ""matches"": [{""title"": ""(Tinker/Trump) Gourmet"", ""row_id"": ""nwgn"", ""row_title"": ""Tier 1 - Tinker"", ""row_index"": 79, ""object_index"": 96}]}, {""id"": ""aqvb"", ""resolved"": true, ""matches"": [{""title"": ""(Thinker/Master) Chef Supreme"", ""row_id"": ""4x5f"", ""row_title"": ""Tier 1 - Thinker"", ""row_index"": 81, ""object_index"": 9}]}], ""raw"": {""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": ""m56k""}, {""req"": ""aqvb""}], ""reqId"": """", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""or""}}], ""scores"": [], ""raw_text_safe"": {""id"": ""wdtiiqng"", ""requireds"": [{""afterText"": """", ""beforeText"": ""Required:"", ""id"": """", ""operator"": """", ""orRequired"": [{""req"": ""m56k""}, {""req"": ""aqvb""}], ""reqId"": """", ""reqId1"": """", ""reqId2"": """", ""reqId3"": """", ""reqPoints"": 0, ""required"": true, ""requireds"": [], ""showRequired"": false, ""type"": ""or""}], ""template"": 1, ""text"": ""You can now actually turn objects you touch into cake rather than just change the way they interact with you. The rate of transformation increases the longer you maintain contact, with a maximum capacity of transforming up to ten times your volume at once. You have the ability to freely choose the flavor of the cake, allowing for a wide variety of tastes. Whether it's a rich chocolate cake, a delicate vanilla sponge, or an exotic fruit blend, as long as you have tasted it before."", ""title"": ""It’s All Cake""}}]",[]
